name,rating,text,positive
Sturt Gorge River Trail Trailhead,4,Beautiful hidden gem good for hiking,False
Sturt Gorge River Trail Trailhead,4,"We walked this path to get to the river walk.The paths arent steep so fairly easy getting in.Just have to watch for bikes on the track too.Lots of birdlife,lizards and koalas.",False
Gardiners Creek Trail,4,Nice walk along Gardiners Creek Trail. Peaceful walk along the water. Pity about graffiti covering up Gardiners creek mural and some litter in the creek. But overall a nice place and they are making efforts to spruce up the walk- with plans to plant indigenous trees. Lovely sound of frog song in the marsh.,False
Gardiners Creek Trail,5,"I always pass through here when taking a walk, and the trail offers great views.",True
Gardiners Creek Trail,4,A very handy walking/biking path which can take you all the way to Flinders St without riding on the road! You did have to cross two roads but there are lights and one of them is automatically triggered if you're on a bike.,False
Gardiners Creek Trail,4,It was really pleasant to walk along. Yhe dog really enjoyed it.,False
Gardiners Creek Trail,5,This part of the trail passes though some impressive parkland with good facilities.  Good hop off / on point for public transport and you can spend more time on the trail rather than go back to where you started.  Seating along the way and the shared pathway is quite solid and wide.,True
Kambah Centenary Trail,5,Yeah look nice trail it was rather tranquil and very easy terrain. Saw a giant grey kangaroo lurking in the shadow of a gum tree and a few wallabies. If you go long enough you’ll get to red rock gorge lookout. Quite a beautiful scenic lookout and well worth the walk!,True
Kambah Centenary Trail,5,"I've never seen the river and feeder creeks so high and the water flow so fast as it was this week. It's a great time to get out and experience what the centenary trail has to offer. Unlike many other walks in Canberra which have become fully hidden by 'never been seen before' long grasses, thistles, etc, the paths are well defined and readily accessible.",True
Kambah Centenary Trail,5,"This is a challenging yet rewarding section of the Centary trail.  Awesome views across the river, the stone wall section was very interesting.   I recommend plenty of water and sun protection as this section was much slower than the flat sections.",True
Kambah Centenary Trail,4,Nice trail with rewarding view at the end.,False
Kambah Centenary Trail,4,"Here’s an idea, when the sign warns that due to high levels of bacteria currently present in the river, to the point you should not let it touch your skin, maybe don’t take your kids fishing there? Are they Idiots or just Australians?",False
Elouera Bushland Natural Park,5,"Beautiful walk, parked easily on Martens (I think?) street & the entrance was right there. Paved paths as points, some points were a bit slippery and muddy. Connects to part of the Great Northern Walk & you can also visit the Quarry Lookout. Nice trail, very quiet.",True
Elouera Bushland Natural Park,5,"Here the second segment of the Great North Walk (Berowra Valley National Park) starts.

I did Thornleigh --> Hornsby Heights 21km 7h45 (moving time 6h45), challenging.

When you reach the Fishpond Lookout, I suggest you keep going on the former Great North to reach the Fishpond; then go back and follow the deviation to Manor Rd.

The trail is well maintained and marked but it is a “natural” path so full of rocks and roots. You should use a trail app to be sure you're on the right way.

I found the most uneven path on my way down (pretty steep especially on the way down in Galston Gorge with a few climbing spikes as well; instead, the ways up have mainly proper steps) so I guess you should choose the route according to this.

The first segment of the way out in Hornsby Heights is not an official path and is not signaled so keep an eye on your map; however after about 300m it becomes a fire trail easy to follow.

The 596 bus brings you to the train station.

No toilets and no drinking water on the whole way.

I’m not an expert hiker and not even a sportive person but I did it, so I guess the trail is for everyone.",True
Elouera Bushland Natural Park,3,"This can be a nice short walk about 30 to 45 mins return starting from Westwood Street, Pennant Hills.

Walk to the end of Westwood St, there is a flight of stairs down towards Dale Close.At the bottom of the stars, turn left and walk to the Cul De Sac. Go into the track marked Eluoera Bushland Natural Parkon your right.

Walk past the little Creek and follow the track to the Zig Zag bridge.

Go up the steep slope and you'll see the Quarry on the right. If you are adventurous, you can climb up the steep cliff around the quarry. Otherwise go up the flight of stairs further down past the quarry.

Return to Westwood Street by retracing your steps.

For a longer walk, follow the Great North Walk track from the Zig Zag bridge towards the Jungo, formerly an aboriginal meeting place.",False
Elouera Bushland Natural Park,5,"Starting trek of the great north walk from Thornleigh end. It’s very slippery when raining, the creeks are full in water, so be careful. Wear trekking shoes.",True
Elouera Bushland Natural Park,4,Nice trail some of the paths arnt clear,False
Albert Park Walking Track,5,"If you visit to Melbourne city, taking a walk in the evening about sunset time to Albert park is a must. The views of reflection of the city on the water is amazing and the golden hour hits different. The bushes, palm trees and the ducks adds all the difference and is very relaxing and peaceful. If I lived in Melbourne I would have taken the walk everyday. Not to mention the sound of the birds above the trees is awesome and is a natural heaven. It is much much much recommended. You can also take your bike for a ride around the pond. Across the road you can see the golf field which also looks amazing and rich.",True
Albert Park Walking Track,5,Great morning walk! Don’t wear new shoes because there is an awful lot of duck droppings. Beautiful bird sightings for the average twitcher!,True
Albert Park Walking Track,5,"Very nice walking distance around the lake. Lots of parking nearby and public restrooms situated around the walk.
Plenty of ducks, swans, and other birds can be seen in and around the lake.
Perfect on a nice warm day. 👍",True
Albert Park Walking Track,5,"😍😍definitely going there for an evening walk again! Recommend to go after 7/8pm, the strong sunlight really blocked my vision…",True
Albert Park Walking Track,5,Great for a long walk. Features a variety of birds that go about their day peacefully and are fun to watch.,True
Main Yarra Trail Park,5,Love me a bike path with a climbing wall,True
Main Yarra Trail Park,5,Very nice trail,True
Florence Parade Trail,5,"If you are starting a bush walk from Grays Point, this track will take you to the Honeymoon track and down to Lady Carington",True
Florence Parade Trail,5,"I love hiking in this area, the tracks are plentiful, and you get to walk along a river (you can choose which one, depending on the track you want to follow). So far I've come back twice and still haven't explored nearly even half of the available tracks. I usually start near Grays Point public school, and there's usually plenty of car spots there, so parking is not hard. Some tracks can be easy, some can be more challenging, I think there's one that suits everyone. But unlike in the Blue Mountains for example, this one don't have the information board to help you choose the tracks on-site, so you have to research a bit using your phone (Google Maps).",True
Florence Parade Trail,5,Lots of different trail options and beautiful bush views,True
Florence Parade Trail,5,"My absolute favourite local trail run or walk when I lived in the area.  Highly recommended midweek daytime to have the entire trail to yourself.  Grays Point Road is a good parking/start/finish point for a fabulous 16km.  Give yourself 2 hours to run or 4 hours to walk.  Not even a Telstra signal from just after Engadine until half way up Honeymoon (going anticlockwise), have a survival strategy - you can run without water and first aid but not recommended for most people.  Wear safety specs if running through the tight Engadine - Audley section, check for bush fires.  Both directions have benefits so I alternate.  You will need a national parks pass if parking in the park (annual pass is best).",True
Florence Parade Trail,4,"A lovely trail to walk, but keep your eyes down, lots of loose rough patches",False
Bay Trail Park,5,"The most western point of the trail you can see the Yarra from, you walk all the way down to see the punt ferry terminal abe explore beyond. Some nice sightseeing here and you can walk right under the west gate bridge.",True
Bay Trail Park,5,"This is a little out of the way area for visitors or bikers if they want a bit of a rest. There is a seat and water fountain available. Its an open grass and trail space.

Bay Trail Park is part of Westgate Park and Bay Trail, with a few paths to access the area. It has a few little nooks for fishing, which people utilise. You can view the Yarra and passing ships, boats and water sport enthusiasts.",True
Bay Trail Park,3,"Not quite sure why people are posting 5 star reviews for this Park - it's definitely a special and unique area, but it's absolutely littered with years of industrial and household waste from either the Bridge overhead, industrial activity, park users or all of these. It would be hard to find 1 square metre of land here without garbage in it. This area is in dire need of attention by Council to be cleaned, maintained and protected far more than it is currently. However I would recommend people cycle or walk through here, a very unique corner of Melbourne.",False
Maribyrnong River Trail,5,"A great place through which one can do long walks, long runs, bird watching, rowing, cycling, dog walks, picnics and the list goes on with many other activities within the Park Precinct. The River flows swiftly along its course. This is a lovely park that has a lovely outdoor experience. It is well maintained and very well presented. Has multiple play areas for kids and outdoor gym equipment for active group. There are multiple entrances through pipemakers park , footscray park and Edgewater entrance and a couple more near Sea goddess temple.",True
Maribyrnong River Trail,4,"A convenient and easy walking trail, great to detour through the gardens. Always busy and has decent visibility. A little awkard to get to in certain locations due to having to cross chaotic main roads.",False
Maribyrnong River Trail,4,Been here a few times nice walking track good views,False
Maribyrnong River Trail,5,"Good shared pathway travelling right on the edge of the Maribyrnong River.  Views of the Heavenly Queen Temple, Newell's Paddock (wetlands and traditional park) and Flemington Racecourse allong the way.  Numerous park benches next to the pathway and some bridges if you want to cross the river",True
Maribyrnong River Trail,4,Pretty trail. BBQ's and benches all the way along in Footscray park. They also have workout equipment along the trail which is a great idea!,False
Bidjigal Reserve - Platypus Track,5,"I went here with a large group of people, but even with almost 40 people this was so fun! So much nature to surround you! It is so interesting and many water features are evident. I would go here again with my family and the nature is what makes it so worth it! There are some overgrown areas but it's soo fun.",True
Bidjigal Reserve - Platypus Track,4,"Nice hideaway in the middle of baulkham hills. Few walking tracks present. Haven't seen public restrooms. Few benches along the track.

Signage could be better to guide the visitors.",False
Bidjigal Reserve - Platypus Track,5,This is an easy trail that would suit most people. It’s all street parking but plenty of space. Some stairs but doesn’t elevate much. Could be tricky if recently rained as some part of the trail are stepping stones over creek. One hour should be more than enough to finish the loop. No rest area half-way but a couple of picnic tables/chairs at the entry of the trail.,True
Bidjigal Reserve - Platypus Track,4,A beautiful reserve right in the middle of the Hills district of Sydney. The trekking tracks are of moderate to hard difficulty. Most of the tracks are well marked but without a good map one may get confused about the right turn to take.,False
Bidjigal Reserve - Platypus Track,5,Gem of a track within close proximity to the western sydney and city. There a range of easy to hard trails which are pure nature bliss. We did platypus track which is just the right level yet surrounded by trees and small inlets of water,True
Willow Vale Recreational Trail,5,Really nice trail. Highly recommended. You can find the trail entrance on the west side of the road.,True
Willow Vale Recreational Trail,3,"It's a horse trail, alright walk through bushland, picnic table under cover near the car park.",False
Willow Vale Recreational Trail,3,The first bit is fun. A bit tricky to find the start of the walking tracks but once you find it it's great. Quiet walk good for a family outing however it hits a private property and so it's hard to do the loop as the track turns into private property. Apart from that it is an enjoyable track.,False
Willow Vale Recreational Trail,3,"Nice litte trail running through the middle of Willowvale, good walk for locals who maybe don't want to drive all the way up into the Hinterland",False
Willow Vale Recreational Trail,4,Beautiful walk. No real scenic look out but beautiful wooded hike. Just be aware it's popular with horse riders too and you have to share the path.,False
Daisy Hill Trails,4,"A mix of out and back trails and loops. Mostly gravel and clay surfaces. Fairly gentle grades for a lot of the walk but some moderate ascents and descents, depending on the trail. A few dedicated mountain bike paths. Should be koalas to see, but they were certainly hiding on our walk.",False
Daisy Hill Trails,5,"Peaceful Escape at Daisy Hill Trail

Daisy Hill Trail in Australia is a perfect spot for anyone looking to relax and enjoy the outdoors. It offers a scenic walking path that’s easy to navigate, ideal for a leisurely stroll or a light hike. The trail also features lovely areas for picnicking and grilling. It’s wonderfully quiet and peaceful, making it a great place to unwind. Highly recommend for a day out in nature!",True
Daisy Hill Trails,5,"Rode my bike really far from home just to see this place, and man was it a sight to behold! I loved my visit here to bits and will 100% come back",True
Daisy Hill Trails,5,Lovely place for the walk and the lovely wildlife,True
Daisy Hill Trails,5,"Heaps of trails here, some are long some short. New cycling trails have been added recently, along with a few short hiking trails. Amenities have been upgraded too & a new horse trail & parking area",True
Scotchmans Creek Trail,3,"This place is good for an afternoon stroll if you live nearby. Not a place to visit 😕 if you want to explore.
Firstly, the creek seemed very dry and dead.
Secondly, it is hard to find restrooms nearby.
Thirdly, it's just winding pathways with not much of the scenery. Most of the places just seemed like a little pond and sewage systems!
These pathways can take you to the city, chadstone, or other nearby reserves.
It's quite easy to go to oakleigh Station or Kew using buses too.
Thankfully, it wasn't too hot because of the cooling breeze today.",False
Scotchmans Creek Trail,5,"Loved it! Loved the greenery and the winding paths ...people walking, taking in the sunshine, joggers, few cyclists, green, clean and a wonderful stretch to enjoy nature in its glory...a must visit!",True
Scotchmans Creek Trail,5,"Really beautiful trail. It's a great place to go for a run, walk, cycle ride...etc by yourself or with family/friends. Nice place for dog walkers as well. There are some car parking spots on foster road side. It's accessible to everyone.",True
Scotchmans Creek Trail,4,Really lovely and easy walk. Very much in the middle of the burbs but seems a bit like wilderness when you’re there. Good for kids as it’s pretty flat. A little bit of wild life like ducks and frogs.,False
Scotchmans Creek Trail,5,"OMG!!! To all the people who maintain the trail, thank you. It's my first time to the area and I thoroughly enjoyed it.Two superlatives come to mind Tree-mendous and Tree- rrific .My favorite areas being the seat in the sun watching the golfers, and at the Huntingdale Wetlands. I look forward to returning and extending my exploration of this network of trails",True
Foreshore Trail,4,"Great views of the city and Brighton bathing boxes. The trail extends from Mordialloc to Port Melbourne, some of the bike path is shared with pedestrians so care needs to be taken particularly on weekends with fine weather as many people don't look as they enter the path. I ride on different parts of the path 4 - 5 times a week.",False
Foreshore Trail,5,"Has to be one of the flattest and safest coastal trail runs for runners, but just watch out for those walking with dogs and who don't know which side to walk on (keep left).",True
Foreshore Trail,5,"Growing up means to get to know yourself better, be more honest with yourself and in most occasions, familiar with the things that make you feel good.
I love this trail. First-line to the water, many magical spots in the way. You can grab a coffee, walk, run, enjoy the view, meditate or just be. As always in amazing Melbourne, it is well maintained and free.",True
Foreshore Trail,5,A great trail by the Bay. There’s a walking track and a cycling track. Great views of the city. Lots of places to stop and explore.,True
Foreshore Trail,5,Just so accessible! All the fresh breezes and space - just love it!,True
Blackburn Lake - Whitehorse Heritage Trail,4,"It's a good place to have a walk. Suitable for family, couple and kids.",False
Blackburn Lake - Whitehorse Heritage Trail,4,"This place has lots of trees and thus it kind of protects you from complete sunburn. You can walk around the fence from outside and or enjoy more trees and bushes by walking inside. And yes, the toilet is clean which is really important.",False
Blackburn Lake - Whitehorse Heritage Trail,5,We had breakfast here. There are plenty of benches available with play ground for kids. There were not much options for parking.,True
Blackburn Lake - Whitehorse Heritage Trail,4,Great place to explode for walk and trail running.,False
Blackburn Lake - Whitehorse Heritage Trail,4,"We frequent here often these days as it is within the 5km Covid restriction zone of our residence. It is a really relaxing place and sometimes you can imagine being in MT D (20km distant), which WAS my usual weekly hiking haunt. Blackburn lake is nevertheless a little gem and we will surely visit during non-covid times for BBQ.",False
Dandenong Creek Trail,5,"Normally a great pathway for scooters, cycling or walking unless it's flooded",True
Dandenong Creek Trail,5,A great trail that follows the creek. On a bike you can cover a large area and see many of,True
Dandenong Creek Trail,4,"It's great to get your daily steps in. Typically, there's a bit of rubbish to look at on the way, but hey, you can't stop trashy people dumping trash.",False
Dandenong Creek Trail,5,Great shared walking / cycling trail!,True
Dandenong Creek Trail,5,Absolutely beautiful creek!!,True
Mount Falcon Park,5,"My husband and I hiked here before going to a concert at red rocks. The multi use trail was well maintained and challenging with the elevation change. All trail users were respectful of each other and it was fun to see red rocks from a distance and then a further distance as we hiked along. Beautiful area, hot in July but totally doable. Had breakfast at the nice picnic area before heading out and bathrooms were some of the cleanest and well maintained that we had encountered.",True
Mount Falcon Park,5,"Quick and easy access from Denver. A whole network of trails, from wide and graveled trails to narrow and steep. City views and Continental Divide views are amazing.
Bathrooms, picnic shelters. Crowded on summer weekends.",True
Mount Falcon Park,5,"I really had a great time here. Trails are in good shape and wasn’t super crowded. We were there about 2 1/2 hours. Has some good trails for those that are looking to gain experience or are new like me. The views are so pretty and you can’t the noise from the city.
NOTE: trail was icy and snowy. I’d recommend spikes and most people I encountered in the trail had them on",True
Mount Falcon Park,5,"I've been.
Going there for 40 years.It is a beautiful place to go lots of history was going to be a presidential resort before I got hit by lightning the second time and burned down",True
Mount Falcon Park,5,"Mount Falcon is a very interesting place.   Once owned by one of Denver's elite business men.  The remains of John Walker's house are at the top of the trail.   As well as the start of the foundation to what was supposed to be the White House of the West.
Starting at the Morrison parking lot, the trail will become an 8 mile roundtrip out and back hike.  Excellent views are afforded all around.  To the East is denver and down below to the North is red rocks amphitheater.  Once you get high enough, there is a lot of other peaks to see.
The trail does get more rocky at the top.   Hikers and bikers will be sharing this trail. There is a lot of sun exposure.   Very nice trail though for 3 or so hours.",True
Lair o’ the Bear Park,5,Moderate hiking trail on Bear Creek Trail along the beautiful running water creek surrounded by golden autumn trees and bushes.  I got to revisit the historic Dunafon Castle by the trail.  It is a very beautiful historic castle that held my son's wedding last month  September. It's worth making a stop to take some pictures of the castle.  Continued to hike up to Bear  Creek Trail to the panorama point trail mountain top to see the spectacular view of the mountain and enjoyed my lunch break.  Get out there to enjoy the beautiful autumn 🍂 beauty and cool weather.  Cheers!,True
Lair o’ the Bear Park,5,Very pretty trail and super fun for dogs! Some shade along the way and the occasional bench and lots of logs and large rocks to sit on and contemplate the river. Parking is good. Trail wasn't too busy although you have to watch for thr bikers at narrow spots.,True
Lair o’ the Bear Park,5,"Great bicycle trail head with enough parking! Yoy can go up the trail along a beautiful creek. And later, have a Picknick on the many tables on the creek before driving back ... . And really clean comfortable restrooms.",True
Lair o’ the Bear Park,5,"This is a great mountain park, a short drive past Red Rocks.  Kid-friendly, pet-friendly, and occasionally bear-friendly.  Easy hiking and biking available.   Many picnic spots and places to enjoy the creek.  Restrooms available near the parking lot.

This park is busy in the morning.",True
Lair o’ the Bear Park,5,Fantastic place if you want to go on a long easy trail. A lot of the trails allow bikers but the path is usually wide enough where it's not an issue and there isn't enough traffic to cause substantial issues.,True
Running Fox Park,4,"A well tended small park with a nice water feature. Parking is in a lot. A good starting off point for trails in the neighbourhood, cos there's not much to do at this park except relax.",False
Running Fox Park,5,Great park for a stroll with a newborn.  Paved trail.,True
Running Fox Park,3,"3.5 stars. Beautiful but small park. Immaculate man made pond with tiny waterfall creek. Good for brief dates, breaks from lunch, and wedding photos. (Which happened when I visited.) not big enough for large groups. Trails aren’t long enough to hold my attention walking. Great as a green oasis among the city with a couple coveted spots for picnics.",False
Running Fox Park,5,Very cute little clean park. Not much to do but sit and mediation and watch the sunset and get some air.,True
Running Fox Park,4,"Nice park in greenwood village, quite a bit of noise from Quebec street. The new pond, bridge, waterfall is nice. Love how they put small boulders into the curb, like they were there and they poured the concrete around it.",False
Windy Saddle Park,5,"A favorite spot to watch the sunset. I haven’t done much hiking here other than the short and steep Mount Zion Trail. You don’t have to hike though to see epically beautiful views.

Park at the parking lot where the Beaver Brook Trailhead begins and that’s where you’ll find these views right off the parking lot. Restrooms also available here.

Parking fills up in the evening. It’s a rather small lot. Alternatively, drive up to Lookout Mountain. There’s a large parking lot at the Buffalo Bill Museum and Grave with several easy viewpoints there too. All without hiking!",True
Windy Saddle Park,5,"For a hike this amazing so close to Denver it can only get 5 stars.

It is a deceiving trail which starts out gently up and no terrain problems. About 3/4 of a mile is where you’ll encounter high 2 low 3 rock scrambling with moderate exposure (100-200 feet of drop)

The trail is easy to follow and well marked. Mostly tree covered (perfect for summer). Lovely vistas. Cool little streams. Pretty wildflowers and animals ( deer and elk)

Parking lot is tiny so get there early",True
Windy Saddle Park,5,One of my favorite hiking areas - though be warned the parking will be full by 8am on the weekends. Beaver Brooke trail connects and is such a fun hike with beautiful views and little elevation gain. There are some rock section scrambles to watch grandma on but nothing too wild. There are lots of bikers coming up the road to Lookout Mountain so just keep an eye on the drive. Great spot if you are looking for a moderate hike!,True
Windy Saddle Park,5,"One of my favorite places close to the city. As a photographer, I work here a lot with the jeffco permit and absolutely love the park! When people see this place they are always so shocked it is so close to the city.",True
Windy Saddle Park,5,"I come from a state a LOT closer to sea level so the lack of oxygen at the higher levels made me think I was gonna need CPR! Lol! This is a very nice little park about 25 to 30 minutes outside of Denver. It's surrounded by gorgeous views and scenery. However, if you are not accustomed to these higher elevations, pace yourself accordingly. There are different trails and branches that you can take to get in quite the hike!",True
White Ranch Park East Trailhead,5,Beautiful hiking trails close to Denver. The trail wasn't overly crowded. Kid friendly and great for rockhounding.,True
White Ranch Park East Trailhead,5,"Fun and challenging place for a hike or bike ride, with beautiful views and plenty of trail!  The climb up to the West trailhead is aggressive and rocky in parts, but well worth the trip back down, especially by mountain bike!  Caution, the trails are not for the faint of heart or for cheap bikes...  the bike-only trail has plenty of technical rock challenges, several significant trail drops, and lots of banking - bring good brakes and a snug helmet!!",True
White Ranch Park East Trailhead,4,"For biking, there is a very steep climb from the lower lot to the best trails. I'd recommend this lot for advanced riders as the easier trails can better be accessed from the upper lots. For me Longhorn is worth the climb (but not too often ;)",False
White Ranch Park East Trailhead,1,"This is terrible for hiking. I mean that. It's absolutely hateful each step.
As you see it's beautiful location.
But there are hundreds of bikes on the trail, every 20/30 seconds someone is jumping hoping, translating and switching gears, breathless near you.
Some parts are so tide that I didn't feel safe at all.
This is definitely for 🚲 ONLY. The very few hiker's like me must breathe the dust that the competition boy's on 🚲 create.
There is no connection to the nature.
It's impossible to hike or enjoy anything there. It's busier than time's square.
I wish someone was more blunt about how not hike is that trail.
Also is forbidden to walk outside of the trail because Is private property.
I did went inside the forest near by, to relax.
For hiking is very stressful and not recommended.
I would not go there again. Do not recommend.",False
White Ranch Park East Trailhead,5,"Just pick up a map and start hiking (or biking) ! You can put together a nice loop that will have lots of ups and downs and very nice views of the plains and the Denver metro area. I would note, though, that views take a bit of uphill climbing. However, the trailhead/parking lot is at the lowest elevation of the whole park, so the last part of your adventure will be downhill. Enjoy!",True
Matthews / Winters Park,5,"Nice local park with plenty of trails. Good view on the hills and be prepared to encounter some wildlife animals like deer. You can hike long and short, with a detailed map on the entrance. Also the trails are well marked and easy to follow. Definitely a good place for hiking, recommend.",True
Matthews / Winters Park,5,Beautiful trails that were well maintained and easy to locate.  Friendly hikers and their pets along the way!  Views were incredible!,True
Matthews / Winters Park,5,"Did it all - top lot through the Cherry Gulch, Red Rocks Trail, Morrison Slide, big loop around 12k steps and 2 hrs in total with the puppers. Lots of dogs and people including mountain bikes on the trail. Very well maintained. Beware no water and very exposed throughout entire hike. Multiple places to stop and turn or complete smaller loops as desired. Bathroom facilities clean and no wait. Private with locks. Doggie doo bags available in the front of the hike. Great choice for the day.",True
Matthews / Winters Park,5,"One of my favorite trails in Jefferson County. From the parking lot take the trail up, stay to the right on Red Rocks Trail which merges with Morrison Slide Trail and you’ll climb up to the “summit.” Great views of the front range, early morning on most weekdays is generally the best time to do this loop. The loop back to the parking area takes about an hour and a half.",True
Matthews / Winters Park,4,"Really nice hiking here. Trails are in very good shape (it’s October so everything is dry) A nice mix of uphill, downhill, some rock walking but most is dirt.  Go early though for parking. We were leaving at 9:30 and cars were waiting to take our space. There is a sign saying there was additional parking at _____.  Not sure where, but I did see a parking lot not too far down the road - but on the other side of the road.  It might be a bit tricky getting across. I have been once before this time, and would go back again.",False
Ute Trail Park,5,Wonderful community garden. 12/2021,True
Ute Trail Park,3,"Old school metal play ground so I would advise to go in morning or afternoon so it won't be hot. Awesome community garden. Not a lot of parking and not much room to kick a ball around. But it is a good park for kids "" not a teenager hangout.""",False
Ute Trail Park,4,Great little park with a community garden,False
Ute Trail Park,5,"Peaceful spot to picnic, kids can play or walk the dog.",True
Ute Trail Park,5,"W are so incredibly fortunate to have this resource in our community. Community gardens are an asset, and the park is nice to relax in too.",True
Cottonwood Creek Trail to Dublin Park sign,4,"A bit of black ice, considering, but beautiful 43 degree walk! Love!",False
Cottonwood Creek Trail to Dublin Park sign,5,"Exceptional paved trail for walking, running, cycling etcetera. Numerous dirt and rocky trails at multiple points. Brilliant views of the Front Range and Pikes Peak. Trail connects to other trails and public parks, including Dublin Park. Very safe environment and great for adults and children.",True
